Human gene name,Gene name
DBNDD2,Dbndd2
C3orf62,1700102P08Rik
TMA7,Tma7
PACSIN1,Pacsin1
GFRA4,Gfra4
CCDC36,Ccdc36
LALBA,Lalba
LUM,Lum
TFCP2,Tfcp2
GPX1,Gpx1
TBKBP1,Tbkbp1
PGM2,Pgm2
FZD9,Fzd9
USP4,Usp4
NPAS2,Npas2
MAP2K4,Map2k4
TMBIM4,Tmbim4
AC078927.1,Tmbim4
APOLD1,Apold1
AGAP1,Agap1
TRAPPC6A,Trappc6a
WSCD2,Wscd2
GRAMD1B,Gramd1b
BMPR2,Bmpr2
NSMCE1,Nsmce1
PAXBP1,Paxbp1
PKN3,Pkn3
TMSB10,Gm9844
ARHGAP27,Arhgap27
ANGPTL1,Angptl1
MYPN,Mypn
LYPD4,Lypd4
TTLL2,Ttll2
KERA,Kera
PHKG2,Phkg2
ANKRD40,Ankrd40
CCDC42,Ccdc42
ZNF703,Zfp703
LPGAT1,Lpgat1
OSBP2,Osbp2
OVGP1,Ovgp1
RALGPS2,Ralgps2
DYNC1H1,Dync1h1
MOBP,Mobp
SNX25,Snx25
DGAT2,Dgat2
NGRN,Ngrn
HPS5,Hps5
STAMBP,Stambp
VPS33B,Vps33b
AC068831.7,Vps33b
CYP2A13,Cyp2a12
CYP2A7,Cyp2a12
CYP2A6,Cyp2a12
SMOC2,Smoc2
PROX1,Prox1
IFIH1,Ifih1
UBE2B,Ube2b
AUTS2,Auts2
ATP5PB,Atp5f1
WDR59,Wdr59
NRP1,Nrp1
MOGAT2,Mogat2
UNC13D,Unc13d
SYNJ1,Synj1
EPO,Epo
ZDHHC12,Zdhhc12
JUN,Jun
IL4R,Il4ra
KLK1,Klk1b5
TBX19,Tbx19
C11orf42,Gm5901
UBR5,Ubr5
RPL22,Rpl22
DDX52,Ddx52
CYP2D7,Cyp2d12
CYP2D6,Cyp2d12
OR10Z1,Olfr419
PLEKHM1,Plekhm1
PHLPP2,Phlpp2
GNB2,Gnb2
CMKLR1,Cmklr1
PTGIR,Ptgir
PLXNB1,Plxnb1
PTPN1,Ptpn1
OR10X1,Olfr417
CEP350,Cep350
ARNTL2,Arntl2
ZNF18,Zkscan6
CST8,Cst8
CFAP97,Cfap97
WDR77,Wdr77
OCLN,Ocln
COPB2,Copb2
NSD1,Nsd1
LEFTY1,Lefty1
LEFTY2,Lefty1
MAP7D2,Map7d2
DMRT2,Dmrt2
KANSL2,Kansl2
SWAP70,Swap70
MARVELD3,Marveld3
SMG1,Smg1
CPLX1,Cplx1
SMDT1,Smdt1
DNAJC14,Dnajc14
AC023055.1,Dnajc14
ITGB1,Itgb1
OR10X1,Olfr248
GPR1,Gpr1
MCF2L,Mcf2l
TSR1,Tsr1
OR4D6,Olfr1428
TF,Gm20425
LRRN2,Lrrn2
KPNB1,Kpnb1
NLRP9,Nlrp9a
TMEM63A,Tmem63a
OR6Y1,Olfr414
SRPRB,Srprb
CALM3,Calm3
TTC3,Ttc3
TAT,Tat
CST9L,Cst9
PYROXD2,Pyroxd2
STAM,Stam
SPAG4,Spag4
OR6P1,Olfr220
ZNF329,Zfp329
ABCC3,Abcc3
TACR3,Tacr3
COL4A3BP,Col4a3bp
KLK1,Klk1
PSPC1,Pspc1
ORMDL2,Ormdl2
MAP1A,Map1a
TF,Trf
RPRD2,Rprd2
PPIP5K2,Ppip5k2
ELP3,Elp3
MCM9,Mcm9
SUB1,Sub1
OR5A1,Olfr76
MRPL52,Mrpl52
CST3,Cst3
RALBP1,Ralbp1
PNMA8B,Pnmal2
GATAD2B,Gatad2b
LRRC37A2,Lrrc37a
LRRC37A3,Lrrc37a
LRRC37B,Lrrc37a
LRRC37A,Lrrc37a
MMP19,Mmp19
CKAP2,Ckap2
SRR,Srr
OR5AN1,Olfr1431
FMN2,Fmn2
LRRC37A2,Gm884
LRRC37A3,Gm884
LRRC37B,Gm884
LRRC37A,Gm884
ACTB,Actb
PNMA8A,Pnmal1
NKPD1,Nkpd1
TBCA,Tbca
OR5AN1,Olfr262
TMEM121,Tmem121
POLR2G,Polr2g
PPIP5K1,Ppip5k1
TMEM47,Tmem47
RPS6KC1,Rps6kc1
ASF1A,Asf1a
LYZL6,Lyzl6
AC139768.1,Pou6f1
CAMSAP1,Camsap1
ADAMTSL3,Adamtsl3
TEAD3,Tead3
SLC37A1,Slc37a1
SARNP,Sarnp
CNGA4,Cnga4
FCN1,Fcnb
CNDP1,Cndp1
RPRML,Rprml
PLSCR1,1700057G04Rik
RHBDL3,Rhbdl3
NAV3,Nav3
GOSR2,Gosr2
AC005670.2,Gosr2
CHST4,Chst4
DDB2,Ddb2
PSTPIP1,Pstpip1
GREM2,Grem2
RNF40,Rnf40
OR5J2,Olfr1052
POP7,Pop7
EPHX1,Ephx1
WDR31,Wdr31
CNKSR1,Cnksr1
C8A,C8a
ZNF414,Zfp414
NEK2,Nek2
OR8K5,Olfr1053
CCKBR,Cckbr
HERC4,Herc4
GIGYF1,Gigyf1
RPS15,Rps15
RNF10,Rnf10
TTC23,Ttc23
OR8K3,Olfr1054
TCF12,Tcf12
SYNRG,Synrg
ZNF23,Zfp612
GIN1,Gin1
CCNT1,Ccnt1
SEMA6D,Sema6d
CST3,Cst10
SCN1A,Scn1a
ACP2,Acp2
TMEM236,Tmem236
DNTT,Dntt
OR8K3,Olfr1058
FICD,Ficd
ATP10A,Atp10a
HAX1,Hax1
WBP2,Wbp2
OTP,Otp
A1BG,A1bg
UBA6,Uba6
PRAM1,Pram1
CD274,Cd274
TEF,Tef
ERG,Erg
ZNHIT3,Znhit3
PCCB,Pccb
FLOT2,Flot2
WNT9B,Wnt9b
SMG6,Smg6
MIOX,Miox
SLC10A4,Slc10a4
PGD,Pgd
CALB2,Calb2
AKAP3,Akap3
WNT3,Wnt3
MPHOSPH10,Mphosph10
CELSR1,Celsr1
ICA1L,Ica1l
MYO19,Myo19
TEX49,4930415O20Rik
C17orf75,5730455P16Rik
SLC51A,Slc51a
C1orf43,4933434E20Rik
INHBC,Inhbc
CCK,Cck
SLIT3,Slit3
TNIP1,Tnip1
GBX2,Gbx2
PARD6B,Pard6b
SPOCD1,Spocd1
GLI1,Gli1
NSF,Nsf
AC087289.1,Trim47
PGAM2,Pgam2
CLEC4F,Clec4f
TWSG1,Twsg1
ACRBP,Acrbp
PCYT1A,Pcyt1a
MCEE,Mcee
ROBO1,Robo1
CD207,Cd207
CCDC8,Ccdc8
PDK1,Pdk1
HMGCR,Hmgcr
OR5AN1,Olfr235
DPM1,Dpm1
PCGF5,Pcgf5
INHBE,Inhbe
ARHGAP9,Arhgap9
TMEM183A,Tmem183a
ASB18,Asb18
MAD1L1,Mad1l1
FAM117B,Fam117b
PPP1R37,Ppp1r37
LSM5,Lsm5
MRPS22,Mrps22
TTC36,Ttc36
SFT2D2,Sft2d2
SHISA6,Shisa6
TRIM65,Trim65
TMEM25,Tmem25
OR8K3,Olfr1061
SBF2,Sbf2
IL21R,Il21r
TRIML1,Triml1
DNAH9,Dnah9
MCUR1,Mcur1
ZBTB14,Zbtb14
ING4,Ing4
POP5,Pop5
PIGW,Pigw
CCT5,Cct5
ZAR1L,Zar1l
IQCA1,Iqca
MAP6,Map6
SYNM,Synm
ANTXR1,Antxr1
DAZAP2,Dazap2
ACVR1,Acvr1
AVL9,Avl9
IFNA4,Ifna13
IFNA2,Ifna13
IFNA1,Ifna13
IFNA7,Ifna13
IFNA17,Ifna13
IFNA13,Ifna13
IFNA16,Ifna13
IFNA14,Ifna13
IFNA21,Ifna13
IFNA10,Ifna13
IFNA8,Ifna13
IFNA5,Ifna13
IFNA6,Ifna13
CYP2F1,Cyp2f2
PIGT,Pigt
TM4SF20,Tm4sf20
PDCD1LG2,Pdcd1lg2
RAB11A,Rab11a
IFNA4,Ifna16
IFNA2,Ifna16
IFNA1,Ifna16
IFNA7,Ifna16
IFNA17,Ifna16
IFNA13,Ifna16
IFNA16,Ifna16
IFNA14,Ifna16
IFNA21,Ifna16
IFNA10,Ifna16
IFNA8,Ifna16
IFNA5,Ifna16
IFNA6,Ifna16
SEC61G,Sec61g
DPM1,Gm20716
ARL17A,Arf2
ARL17B,Arf2
DTX2,Dtx2
KNSTRN,Knstrn
MRPL38,Mrpl38
IFNA4,Ifna2
IFNA2,Ifna2
IFNA1,Ifna2
IFNA7,Ifna2
IFNA17,Ifna2
IFNA13,Ifna2
IFNA16,Ifna2
IFNA14,Ifna2
IFNA21,Ifna2
IFNA10,Ifna2
IFNA8,Ifna2
IFNA5,Ifna2
IFNA6,Ifna2
ADNP,Adnp
AP1S2,Ap1s2
IFNA4,Ifnab
IFNA2,Ifnab
IFNA1,Ifnab
IFNA7,Ifnab
IFNA17,Ifnab
IFNA13,Ifnab
IFNA16,Ifnab
IFNA14,Ifnab
IFNA21,Ifnab
IFNA10,Ifnab
IFNA8,Ifnab
IFNA5,Ifnab
IFNA6,Ifnab
OR8K3,Olfr1065
ZNF384,Zfp384
RIC1,Ric1
PPP1R3C,Ppp1r3c
SLC30A1,Slc30a1
ANGEL2,Angel2
KLHL9,Klhl9
DYRK4,Dyrk4
CYP2D7,Cyp2d34
CYP2D6,Cyp2d34
CMTR2,Cmtr2
VAX2,Vax2
POLM,Polm
MRC1,Mrc1
AC004556.1,Mrpl23
MRPL23,Mrpl23
ZNF629,Zfp629
TIPRL,Tiprl
GEMIN7,Gemin7
HSDL1,Hsdl1
EHMT2,Ehmt2
OPALIN,Opalin
SMAGP,Smagp
DDX50,Ddx50
SST,Sst
INTS10,Ints10
ZNF296,Zfp296
HYDIN,Hydin
SYNDIG1,Syndig1
GPR161,Gpr161
RTP2,Rtp2
ITGA6,Itga6
WDR7,Wdr7
RD3,Rd3
CNPY4,Cnpy4
ABCA12,Abca12
ALOXE3,Aloxe3
FKBP6,Fkbp6
ADCY6,Adcy6
PFKFB1,Pfkfb1
GTF3C1,Gtf3c1
MAPRE1,Mapre1
GPR27,Gpr27
RAD51AP1,Rad51ap1
SERPINH1,Serpinh1
THBS2,Thbs2
TBC1D1,Tbc1d1
BCL7C,Bcl7c
PROK2,Prok2
SMPD1,Smpd1
IDH3G,Idh3g
MAVS,Mavs
AC010422.5,Man2b1
MAN2B1,Man2b1
AC010422.3,Man2b1
FBF1,Fbf1
ADAM23,Adam23
FAM236C,1700011M02Rik
FAM236A,1700011M02Rik
FAM236B,1700011M02Rik
FAM236D,1700011M02Rik
NDUFA6,Ndufa6
KCNJ18,Kcnj12
KCNJ12,Kcnj12
RGS7,Rgs7
DEGS1,9130409I23Rik
C11orf86,2010003K11Rik
TRIML2,Triml2
APBA2,Apba2
NABP1,Nabp1
TSPAN3,Tspan3
TYW5,Tyw5
NUGGC,Nuggc
TNNT2,Tnnt2
CTF1,Ctf1
METTL1,Mettl1
VASH2,Vash2
SUN5,Sun5
EOMES,Eomes
EML4,Eml4
CRHR1,Crhr1
RCOR3,Rcor3
CHST11,Chst11
BAIAP2L2,Baiap2l2
ZFP42,Zfp42
MOCS3,Mocs3
ALAS2,Alas2
SMCO2,Smco2
PRKAA2,Prkaa2
TMCO5A,Tmco5
KCNH7,Kcnh7
GNRHR,Gnrhr
IRF9,Irf9
ANKRD46,Ankrd46
NVL,Nvl
ATP5MC3,Atp5g3
LYZL4,Lyzl4
DUSP14,Dusp14
CPNE6,Cpne6
NPEPPS,Npepps
ACKR3,Ackr3
CNDP2,Cndp2
STOX1,Stox1
EXOC3L1,Exoc3l
DCAF6,Dcaf6
GCA,Gca
SPPL2C,Sppl2c
ZNF791,Zfp791
ADCY1,Adcy1
FSCN1,Fscn1
TOB2,Tob2
PRELID1,Prelid1
IGF2,Igf2
SCAMP4,Scamp4
ADM,Adm
SLC34A2,Slc34a2
APEX2,Apex2
RYBP,Rybp
CKS1B,Cks1brt
RAB24,Rab24
MSL2,Msl2
OR5AN1,Olfr1436
RPS13,Rps13
KIAA0895L,4931428F04Rik
BPIFB2,Bpifb2
OR5AN1,Olfr1437
BIN2,Bin2
ZNF593,Zfp593
ERAL1,Eral1
AL136295.5,Rnf31
RNF31,Rnf31
SLC39A12,Slc39a12
MXD3,Mxd3
MYRIP,Myrip
ZFC3H1,Zfc3h1
TLL2,Tll2
ZDHHC4,Zdhhc4
KEL,Kel
OR2A42,Olfr47
OR2A1,Olfr47
VN1R5,Vmn1r46
BMP2K,Bmp2k
C5AR2,C5ar2
PNISR,Pnisr
ATP1B4,Atp1b4
BCL11B,Bcl11b
MAN1B1,Man1b1
MIER2,Mier2
NT5C1B,Nt5c1b
NT5C1B-RDH14,Nt5c1b
EREG,Ereg
ZYG11A,Zyg11a
VN1R5,Vmn1r47
HP1BP3,Hp1bp3
CPA6,Cpa6
PKLR,Pklr
VN1R5,Vmn1r48
REV3L,Rev3l
PFKP,Pfkp
AMBRA1,Ambra1
JADE3,Jade3
AREG,Areg
C12orf49,2410131K14Rik
DECR1,Decr1
HSPBAP1,Hspbap1
DPPA4,Dppa4
NKX1-1,Nkx1-1
CHCHD7,Chchd7
SNRPF,Snrpf
H2AFJ,H2afj
KLHL31,Klhl31
HDAC6,Hdac6
DNAJC25,Dnajc25
ROBO4,Robo4
TRRAP,Trrap
IGHV2-70,Ighv8-2
IGHV2OR16-5,Ighv8-2
IGHV2-5,Ighv8-2
IGHV2-70D,Ighv8-2
IGHV2-26,Ighv8-2
SYCP3,Gm10488
FAM219B,Fam219b
CCDC38,Ccdc38
DUSP1,Dusp1
FNBP1,Fnbp1
FAM126A,Fam126a
SPCS3,Arxes2
IGHV1-69D,Ighv1-4
IGHV1-24,Ighv1-4
IGHV1OR15-1,Ighv1-4
IGHV1-69,Ighv1-4
AC135068.8,Ighv1-4
IGHV1OR15-9,Ighv1-4
IGHV1-69-2,Ighv1-4
IGHV1-3,Ighv1-4
AC136616.3,Ighv1-4
IGHV1OR21-1,Ighv1-4
IGHV1-45,Ighv1-4
IGHV1-58,Ighv1-4
IGHV1-2,Ighv1-4
IGHV1-18,Ighv1-4
IGHV1-46,Ighv1-4
MFSD1,Mfsd1
GTF2A1,Gtf2a1
TAF7L,Taf7l
DNAJC25-GNG10,Gm20503
SPHKAP,Sphkap
GNG10,Gng10
HEPH,Heph
GALNT11,Galnt11
MRPS9,Mrps9
VOPP1,Vopp1
IGHV1-69D,Ighv1-5
IGHV1-24,Ighv1-5
IGHV1OR15-1,Ighv1-5
IGHV1-69,Ighv1-5
AC135068.8,Ighv1-5
IGHV1OR15-9,Ighv1-5
IGHV1-69-2,Ighv1-5
IGHV1-3,Ighv1-5
AC136616.3,Ighv1-5
IGHV1OR21-1,Ighv1-5
IGHV1-45,Ighv1-5
IGHV1-58,Ighv1-5
IGHV1-2,Ighv1-5
IGHV1-18,Ighv1-5
IGHV1-46,Ighv1-5
HCN3,Hcn3
NLGN1,Nlgn1
PSMA6,Psma6
SLC38A9,Slc38a9
SERPINA3,Serpina3j
ABCA4,Abca4
ZNF555,Zfp78
ZNF669,Zfp78
ZNF749,Zfp78
PRDM9,Zfp78
ZNF337,Zfp78
ZNF705G,Zfp78
ZNF705E,Zfp78
ZNF705A,Zfp78
ZNF705D,Zfp78
ZNF705B,Zfp78
ZNF124,Zfp78
ZNF891,Zfp78
ZNF554,Zfp78
ZNF674,Zfp78
KRBOX4,Zfp78
ZNF556,Zfp78
ZNF20,Zfp78
ZNF439,Zfp78
ZNF763,Zfp78
AC008770.2,Zfp78
ZNF440,Zfp78
ZNF69,Zfp78
ZNF491,Zfp78
ZNF560,Zfp78
TARDBP,Tardbp
GPSM1,Gpsm1
CUL5,Cul5
LANCL2,Lancl2
AAMP,Aamp
WASF1,Wasf1
PPP2R2B,Ppp2r2b
DPPA2,Dppa2
ARHGEF5,Arhgef5
SRSF11,Srsf11
LSM2,Lsm2
BTC,Btc
CDH6,Cdh6
PAK3,Pak3
MOB3B,Mob3b
THUMPD3,Thumpd3
CREB5,Creb5
RCOR2,Rcor2
IFNK,Ifnk
SARS,Sars
SULT2A1,Sult2a2
TRIM35,Trim35
AGL,Agl
SULT2A1,Sult2a1
FAM3C,Fam3c
MPDZ,Mpdz
SERPINB6,Serpinb6c
USP14,Usp14
MORF4L1,Morf4l1
MRPL32,Mrpl32
CBL,Cbl
SRPX2,Srpx2
GPR45,Gpr45
SPATA21,Spata21
AKAP12,Akap12
ADAM17,Adam17
MYNN,Mynn
UBASH3B,Ubash3b
PRAMEF5,Gm2042
PRAMEF15,Gm2042
PRAMEF12,Gm2042
PRAMEF20,Gm2042
PRAMEF19,Gm2042
PRAMEF11,Gm2042
PRAMEF8,Gm2042
PRAMEF13,Gm2042
PRAMEF2,Gm2042
PRAMEF33,Gm2042
PRAMEF1,Gm2042
PRAMEF10,Gm2042
PRAMEF4,Gm2042
PRAMEF17,Gm2042
PRAMEF7,Gm2042
PRAMEF27,Gm2042
PRAMEF26,Gm2042
PRAMEF14,Gm2042
PRAMEF9,Gm2042
PRAMEF25,Gm2042
PRAMEF6,Gm2042
PRAMEF18,Gm2042
SYCP3,Gm14632
ARHGAP32,Arhgap32
GALNT1,Galnt1
HYAL1,Hyal1
ANKRD28,Ankrd28
MYO16,Myo16
ZYG11B,Zyg11b
SRRM1,Srrm1
ETV1,Etv1
GNGT1,Gngt1
ADPRHL1,Adprhl1
CFAP57,Cfap57
BEND3,Bend3
ZNF711,Zfp711
MYRF,Myrf
TTC5,Ttc5
ICE1,Ice1
NRAS,Nras
SPCS3,Arxes1
HYAL3,Hyal3
OR6C75,Olfr790
UBTFL1,Ubtfl1
ZFP28,Zfp28
TMEM72,Tmem72
IQCJ,Iqcj
THOC1,Thoc1
IQCJ-SCHIP1,Schip1
SCHIP1,Schip1
PARM1,Parm1
OR6C2,Olfr791
GPR137B,Gpr137b
E2F6,E2f6
ERC2,Erc2
C22orf39,2510002D24Rik
CELF6,Celf6
AC009690.3,Celf6
BEX1,Bex2
BEX2,Bex2
DNLZ,Dnlz
SLC4A4,Slc4a4
C22orf39,Gm28539
KANK3,Kank3
HECTD3,Hectd3
NAA60,Naa60
CCNG1,Ccng1
IGKV6D-21,Igkv5-48
IGKV6D-41,Igkv5-48
IGKV6-21,Igkv5-48
TBC1D32,Tbc1d32
HIRA,Hira
POF1B,Pof1b
OR4C15,Olfr1228
OR9A2,Olfr459
ANG,Ang4
C1QTNF2,C1qtnf2
MBD3L2,Mbd3l2
MBD3L5,Mbd3l2
MBD3L4,Mbd3l2
MBD3L2B,Mbd3l2
MBD3L3,Mbd3l2
C12orf65,2810006K23Rik
MCF2,Mcf2
NXF3,Nxf3
CCDC174,Ccdc174
LAMA4,Lama4
E2F5,E2f5
MPHOSPH9,Mphosph9
USP6NL,Usp6nl
ZNF521,Zfp521
VWA2,Vwa2
GMNC,Gmnc
SZRD1,Szrd1
RPS28,Rps28
BPGM,Bpgm
RBIS,1810022K09Rik
STUB1,Stub1
BTLA,Btla
OTUD4,Otud4
CEP295,Cep295
CXCL12,Cxcl12
CCDC39,Ccdc39
SULT2A1,Sult2a4
ADGB,Adgb
ST8SIA3,St8sia3
SALL1,Sall1
COA7,Coa7
GPR6,Gpr6
IAH1,Iah1
SLC17A4,Slc17a4
C22orf15,Gm867
PEX26,Pex26
ABHD6,Abhd6
CHCHD10,Chchd10
SPOP,Gm4858
TIMM8A,Timm8a1
ZNF597,Zfp597
OR4C15,Olfr1229
PAX4,Pax4
PARP14,Parp14
JMJD8,Jmjd8
TMCO3,Tmco3
MMP11,Mmp11
CLUAP1,Cluap1
MORC1,Morc1
SSMEM1,Ssmem1
FAM217A,Fam217a
ZFAT,Zfat
AL138752.2,Shb
SHB,Shb
CCNJL,Ccnjl
SERPINA3,Serpina3k
PKHD1,Pkhd1
SULT2A1,Sult2a3
MRPL40,Mrpl40
TTC14,Ttc14
GGN,Ggn
FTCD,Ftcd
DBN1,Dbn1
SERPINA3,Serpina3m
KCTD12,Kctd12
OR4C6,Olfr1230
AHRR,Ahrr
VN1R5,Vmn1r21
OR5W2,Olfr1151
VN1R5,Vmn1r49
FBRSL1,Fbrsl1
ZSCAN12,Zscan12
DRC1,Drc1
SPRED3,Spred3
OR4C15,Olfr1232
STEAP4,Steap4
VN1R5,Vmn1r50
MTHFR,Mthfr
PIP,Pip
GPX7,Gpx7
FABP6,Fabp6
DCUN1D2,Dcun1d2
C16orf90,1700037C18Rik
GRIA2,Gria2
TBC1D21,Tbc1d21
ALPK2,Alpk2
RCHY1,Rchy1
ELF1,Elf1
PSMD2,Psmd2
ACTR6,Actr6
RGN,Rgn
TCF21,Tcf21
PHYHD1,Phyhd1
POU3F1,Pou3f1
NFKBIA,Nfkbia
RIN1,Rin1
CGRRF1,Cgrrf1
RNASE2,Ear6
RNASE3,Ear6
SRI,Sri
GABBR2,Gabbr2
GSDMC,Gsdmc2
FAM53A,Fam53a
OR4A15,Olfr1234
VN1R5,Vmn1r53
FOXF2,Foxf2
ZNF174,Zfp174
CPA2,Cpa2
SOWAHB,Sowahb
VN1R5,Vmn1r52
HIST1H2BA,Hist1h2ba
EHMT1,Ehmt1
OR8B3,Olfr147
OR8B2,Olfr147
ADH4,Adh4
PWWP2A,Pwwp2a
WBP4,Wbp4
LIPI,Lipi
CLUAP1,Gm20695
CSMD3,Csmd3
HIST1H2AA,Hist1h2aa
LIN54,Lin54
MASP2,Masp2
PSD4,Psd4
RAB39A,Rab39
FAM161A,Fam161a
VN1R5,Vmn1r51
BICD2,Bicd2
CALML3,Calml3
RPS9,Rps9
ATP6V0C,Atp6v0c
RBMY1D,Gm4064
RBMY1F,Gm4064
RBMY1B,Gm4064
RBMY1A1,Gm4064
RBMY1E,Gm4064
RBMY1J,Gm4064
ASCC3,Ascc3
GSDMC,Gsdmc3
FEM1C,Fem1c
NBN,Nbn
TGFBRAP1,Tgfbrap1
APOBEC1,Apobec1
CLIC1,Clic1
PSD2,Psd2
VN1R5,V1ra8
STON2,Ston2
CALML5,Calm4
C3orf20,4930590J08Rik
CEP83,Cep83
SRP19,Srp19
TMED7,Tmed7
TMED7-TICAM2,Tmed7
GNG11,Gng11
FOXC1,Foxc1
TAF1D,Taf1d
TUBA8,Tuba8
BICD1,Bicd1
WNT4,Wnt4
PRKAG3,Prkag3
CHRM4,Chrm4
OR10P1,Olfr796
OR4A5,Olfr1238
OR4A8,Olfr1238
RPAP2,Rpap2
MDK,Mdk
AMPD1,Ampd1
ZBTB2,Zbtb2
TRAPPC3,Trappc3
EIF1AY,Eif1a
CPA4,Cpa4
SETD3,Setd3
CLEC4M,Cd209f
AC093512.2,Aldoart2
ALDOA,Aldoart2
TTC1,Ttc1
TAC1,Tac1
CALML5,Calm5
PRPF40A,Prpf40a
VN1R5,Vmn1r22
CHODL,Chodl
SMIM17,Gm20715
CEP57,Cep57
PID1,Pid1
KIAA1324,5330417C22Rik
SMIM17,Smim17
GOLM1,Golm1
IL7,Il7
SYCP3,Gm10487
ZKSCAN4,Zkscan3
NDUFB11,Ndufb11
SLC35F2,Slc35f2
LRRC8A,Lrrc8a
IL17A,Il17a
ANKS6,Anks6
XKR5,Xkr5
RBM10,Rbm10
GTF2F2,Gtf2f2
FBXW2,Fbxw2
CLEC4M,Cd209g
ADAMTS16,Adamts16
SULT2A1,Sult2a6
OR4A16,Olfr1240
DOLK,Dolk
KCTD4,Kctd4
RPP14,Rpp14
INSM2,Insm2
ADRA1B,Adra1b
ADH5,Adh5
DSCC1,Dscc1
C6orf201,4933417A18Rik
LRRC8A,Gm28035
NUP188,Nup188
C3orf33,E130311K13Rik
AC131160.1,Parl
PARL,Parl
OR4A16,Olfr1241
NTN4,Ntn4
ZNRD2,Sssca1
KLHDC1,Klhdc1
ECI2,Eci3
C12orf50,1700017N19Rik
C11orf54,4931406C07Rik
OR5D16,Olfr1155
VN1R5,Vmn1r23
TOX3,Tox3
NAA35,Naa35
IL15,Il15
CDO1,Cdo1
DNAJC9,Dnajc9
VN1R5,Vmn1r24
RBMY1D,Gm10256
RBMY1F,Gm10256
RBMY1B,Gm10256
RBMY1A1,Gm10256
RBMY1E,Gm10256
RBMY1J,Gm10256
GDF3,Gdf3
VN1R5,Vmn1r25
FAM89B,Fam89b
C1orf194,1700013F07Rik
KPNA1,Kpna1
COL8A2,Col8a2
KCNIP2,Kcnip2
ASNS,Asns
RBMY1D,Rbmy
RBMY1F,Rbmy
RBMY1B,Rbmy
RBMY1A1,Rbmy
RBMY1E,Rbmy
RBMY1J,Rbmy
VN1R5,Vmn1r26
PLA2G10,Pla2g10
ZNF557,Zfp558
ZNF558,Zfp558
REEP5,Reep5
FIG4,Fig4
NOBOX,Nobox
EIF2B3,Eif2b3
IGKV6D-21,Igkv5-45
IGKV6D-41,Igkv5-45
IGKV6-21,Igkv5-45
C1D,C1d
GJA1,Gja1
GABRG2,Gabrg2
DPPA3,Dppa3
RASA1,Rasa1
RPUSD3,Rpusd3
BOD1L1,Bod1l
ZNF182,Zfp182
DDAH2,Ddah2
MAP3K5,Map3k5
SPIN2B,Spin2f
SPIN2A,Spin2f
CA13,Car13
CRB2,Crb2
TSGA10,Tsga10
GALNT9,Galnt9
EBNA1BP2,Ebna1bp2
GCLC,Gclc
USP7,Usp7
CD3D,Cd3d
C5AR1,C5ar1
LRRIQ4,Lrriq4
ATG12,Atg12
ZNF467,Zfp467
DTX3L,Dtx3l
CD276,Cd276
UBA52,Gm11808
BTBD8,Btbd8
DENND1A,Dennd1a
INAFM1,Inafm1
TRIL,Tril
ZNF618,Zfp618
SMLR1,Smlr1
GUCY1A2,Gucy1a2
LRRC34,Lrrc34
AC104472.3,Slc33a1
SLC33A1,Slc33a1
GPX4,Gpx4
EVI5L,Evi5l
ZNF512,Zfp512
RABEPK,Rabepk
AFAP1L2,Afap1l2
GRID2IP,Grid2ip
CRNN,Crnn
C1GALT1,C1galt1
PARP9,Parp9
BEX4,Bex4
MYO10,Myo10
PGK2,Pgk2
CD248,Cd248
SYCP3,Gm21739
SYTL4,Sytl4
IGKV6D-21,Igkv5-43
IGKV6D-41,Igkv5-43
IGKV6-21,Igkv5-43
UBL7,Ubl7
SPACA5B,Spaca5
SPACA5,Spaca5
ONECUT2,Onecut2
AL672142.1,Gm28038
CCNH,Ccnh
TRIM2,Trim2
TMEM151A,Tmem151a
C2orf49,AI597479
CA1,Car1
TCEAL8,Tceal8
HIVEP2,Hivep2
HEATR5A,Heatr5a
SH2D2A,Sh2d2a
IRF1,Irf1
OSGIN2,Osgin2
GLMN,Glmn
IGKV6D-21,Igkv5-39
IGKV6D-41,Igkv5-39
IGKV6-21,Igkv5-39
OR5L1,Olfr1156
OR5L2,Olfr1156
DNAL1,Dnal1
TPK1,Tpk1
CDCA5,Cdca5
STARD6,Stard6
PREX2,Prex2
CDH9,Cdh9
SCGN,Scgn
GALT,Galt
DCUN1D5,Dcun1d5
SOSTDC1,Sostdc1
ADPRHL2,Adprhl2
PSMA2,Psma2
AC010132.3,Psma2
DAGLA,Dagla
RIMBP2,Rimbp2
MBD3L1,Mbd3l1
VARS,Vars
CHM,Chm
GALNT12,Galnt12
GNAT2,Gnat2
FCF1,Fcf1
SYCP3,Gm20869
DMTN,Dmtn
METAP1,Metap1
TRIM11,Trim11
PNMA1,Pnma1
PXDN,Pxdn
C7orf25,AW209491
DNAJB9,Dnajb9
SSR1,Ssr1
VN1R5,Vmn1r54
CREBBP,Crebbp
SMCO3,Smco3
C3orf22,BC048671
ETAA1,Etaa1
NIFK,Nifk
STK26,Stk26
AGTRAP,Agtrap
ARID3A,Arid3a
C12orf60,BC049715
SPIN2B,Spin2e
SPIN2A,Spin2e
SPATA16,Spata16
AREL1,Arel1
KAZN,Kazn
SYCP3,Gm28891
AC001226.2,Cln5
CLN5,Cln5
CHST13,Chst13
CLEC16A,Clec16a
SSX2,Ssxa1
SSX2B,Ssxa1
SSX4B,Ssxa1
SSX4,Ssxa1
